EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,BusinessTravel,OverTime,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,Attrition,SoftSkillsScore,TechnicalSkillsScore,LeadershipScore,CommunicationScore,AdaptabilityScore,InnovationScore,TeamworkScore,CultureFitScore,EngagementScore,GrowthPotential,SalaryCompetitiveness
805,35,Male,Single,2,Other,Sales,Sales Representative,5,18602,2,9,0,0,2,2,1,9,Travel_Rarely,No,3,1,4,4,3,2,13,0,0,8.6,8.5,4.6,6.0,6.7,5.1,7.8,7.4,7.0,5.8,93.0
806,55,Male,Single,3,Other,Research & Development,Research Scientist,3,6950,1,3,1,1,0,2,5,3,Non-Travel,No,4,2,4,3,3,4,21,0,0,6.9,6.8,4.0,6.5,8.2,4.2,6.5,7.0,7.8,6.6,69.5
807,52,Female,Single,1,Life Sciences,Research & Development,Laboratory Technician,1,1804,2,10,2,0,2,2,2,3,Travel_Rarely,No,1,4,3,3,1,3,19,2,0,10.0,7.7,6.7,6.7,2.7,4.4,7.7,6.2,5.9,5.5,60.1
808,32,Male,Single,3,Life Sciences,Research & Development,Research Scientist,3,5216,2,15,1,2,2,2,1,7,Travel_Rarely,No,4,4,1,3,4,3,15,0,0,5.3,6.1,4.6,9.5,6.1,1.3,8.9,6.2,8.5,4.8,52.2
809,42,Male,Divorced,4,Human Resources,Sales,Sales Representative,4,12234,3,10,0,0,0,1,2,4,Non-Travel,Yes,3,3,2,3,3,3,21,1,1,4.0,5.9,6.1,6.7,6.3,4.3,3.1,5.2,7.1,5.7,81.6
810,54,Male,Married,4,Other,Technology,Software Engineer,3,8408,5,5,1,3,3,4,6,17,Travel_Frequently,No,4,3,3,3,1,3,16,0,0,8.3,6.5,4.5,7.9,7.1,8.5,6.1,7.4,6.8,7.0,84.1
811,45,Female,Single,3,Marketing,Sales,Sales Representative,2,5504,17,24,0,0,0,0,2,1,Travel_Rarely,No,4,2,3,3,2,3,17,1,1,8.1,6.5,4.2,8.1,6.9,2.6,6.1,6.5,6.8,5.3,91.7
812,27,Female,Single,1,Technical Degree,Research & Development,Research Director,4,15133,0,11,0,0,0,1,2,8,Travel_Rarely,No,3,4,3,3,2,3,13,0,0,4.3,6.1,5.2,8.6,7.4,4.9,7.0,6.8,7.5,5.9,100.9
813,56,Female,Married,2,Life Sciences,Technology,Product Manager,3,7796,10,20,2,0,2,4,3,1,Travel_Rarely,Yes,4,4,3,3,3,4,24,0,0,6.8,8.3,5.8,8.3,6.1,6.3,8.4,7.3,8.6,6.9,78.0
814,34,Male,Single,3,Technical Degree,Sales,Sales Representative,2,4916,1,15,0,1,0,2,1,6,Travel_Rarely,Yes,2,4,3,1,2,3,14,1,1,9.7,7.2,5.9,7.1,4.3,6.2,9.6,6.7,6.2,5.7,81.9
815,56,Male,Divorced,2,Technical Degree,Technology,Data Scientist,1,2120,4,7,1,0,1,2,3,10,Travel_Rarely,No,2,2,2,2,3,3,15,0,0,8.3,5.6,5.4,7.7,3.9,4.3,8.4,6.1,5.6,5.2,70.7
816,39,Female,Married,3,Medical,Technology,Data Scientist,2,5087,3,8,1,1,3,2,1,1,Non-Travel,No,4,4,4,3,4,3,11,1,1,4.7,6.1,8.2,10.0,6.4,8.6,7.0,7.7,9.6,6.7,84.8
817,43,Male,Married,2,Life Sciences,Research & Development,Research Director,3,10146,4,17,2,0,3,0,6,9,Travel_Frequently,No,2,4,4,2,4,3,18,0,0,4.0,5.2,5.2,5.9,10.0,7.5,6.5,7.2,8.2,7.2,101.5
818,42,Male,Married,4,Other,Research & Development,Research Director,4,13262,6,18,1,1,1,1,6,1,Travel_Rarely,No,3,4,4,4,4,3,21,2,0,9.4,6.9,8.9,6.2,7.5,4.1,9.2,7.8,9.5,7.4,88.4
819,34,Female,Single,3,Marketing,Sales,Sales Executive,2,6163,2,11,1,0,2,1,3,7,Travel_Rarely,Yes,4,3,2,3,4,4,17,1,1,5.7,9.2,5.7,5.3,10.0,5.7,5.3,6.5,8.2,7.8,102.7
820,30,Female,Married,2,Life Sciences,Technology,DevOps Engineer,2,5951,1,9,1,1,1,3,3,5,Non-Travel,No,4,3,3,4,3,3,23,1,0,8.5,7.4,4.7,7.3,7.8,4.8,7.7,7.5,8.4,6.3,99.2
821,37,Female,Married,4,Marketing,Sales,Sales Representative,1,3228,9,13,0,0,0,4,3,2,Travel_Frequently,No,4,4,4,2,3,4,21,1,0,8.1,7.2,6.6,6.3,4.6,7.0,8.8,7.0,8.6,6.6,107.6
822,42,Female,Married,3,Technical Degree,Technology,Data Scientist,3,8719,1,7,1,0,0,5,6,1,Travel_Rarely,No,4,3,3,4,4,3,22,0,0,7.0,4.8,7.5,5.4,6.3,9.0,6.8,7.2,9.0,7.1,87.2
823,21,Female,Single,2,Marketing,Technology,Product Manager,1,2233,0,12,0,0,0,2,6,10,Travel_Rarely,Yes,4,2,3,4,4,4,23,2,0,5.9,9.1,4.4,7.0,10.0,7.0,7.6,8.0,8.4,8.2,74.4
824,27,Male,Married,3,Technical Degree,Sales,Sales Representative,1,2810,0,14,0,0,0,2,4,3,Travel_Rarely,Yes,4,3,2,3,3,3,12,3,0,9.2,7.1,3.1,4.9,7.9,9.2,5.5,7.0,7.6,6.8,93.7
825,20,Male,Married,3,Marketing,Technology,Tech Lead,1,2313,1,1,1,1,0,7,3,1,Travel_Rarely,No,3,4,3,2,3,3,17,1,0,3.6,7.2,8.0,8.9,7.8,5.8,7.8,6.9,7.8,7.1,77.1
826,58,Female,Divorced,4,Other,Sales,Sales Representative,3,9502,3,11,0,2,3,2,5,11,Non-Travel,No,3,4,2,3,4,3,22,0,0,8.6,5.3,8.7,8.6,5.3,2.8,7.3,6.3,8.4,6.1,95.0
827,35,Male,Married,2,Life Sciences,Technology,Data Scientist,2,4337,3,16,0,1,2,3,5,2,Travel_Rarely,No,4,2,2,3,2,3,19,2,0,6.5,6.8,7.1,9.6,6.5,4.6,7.9,6.9,6.4,6.7,72.3
828,53,Female,Married,3,Life Sciences,Sales,Sales Representative,2,4171,1,6,0,1,1,5,2,10,Travel_Rarely,No,2,4,3,2,4,4,15,2,0,5.9,5.6,4.5,10.0,4.6,7.5,6.6,6.7,7.9,5.7,69.5
829,39,Male,Married,2,Life Sciences,Human Resources,HR Manager,4,16162,0,10,0,0,0,2,0,6,Travel_Rarely,No,1,1,3,4,3,3,24,1,0,6.8,6.0,5.7,4.6,5.7,5.9,5.8,6.3,5.6,5.4,107.7
830,51,Male,Married,1,Technical Degree,Research & Development,Manufacturing Director,1,1993,6,9,1,0,2,2,3,1,Travel_Rarely,Yes,4,4,4,3,3,3,21,3,0,8.7,4.4,3.6,6.8,6.8,6.2,8.6,7.6,9.0,5.4,66.4
831,25,Female,Married,4,Technical Degree,Technology,Data Scientist,2,6022,7,12,2,4,3,4,0,1,Travel_Frequently,Yes,4,1,3,4,3,3,16,1,0,5.1,4.1,8.1,8.9,5.4,5.1,8.7,7.2,7.1,5.2,100.4
832,57,Female,Married,4,Human Resources,Research & Development,Laboratory Technician,5,20109,30,34,3,1,3,2,0,7,Travel_Rarely,No,3,3,3,3,1,3,15,0,0,7.5,10.0,6.4,8.9,8.2,4.9,7.9,7.5,6.2,6.9,100.5
833,36,Female,Married,3,Technical Degree,Sales,Sales Representative,2,5094,11,13,4,1,0,0,2,1,Travel_Rarely,No,2,1,4,2,2,4,11,0,1,7.9,7.3,6.9,8.3,5.5,8.3,7.7,7.4,5.1,6.9,84.9
834,59,Male,Divorced,3,Medical,Human Resources,HR Manager,3,5282,13,19,3,1,2,1,0,1,Travel_Frequently,No,3,3,4,2,3,3,16,1,0,6.7,8.7,6.3,5.4,7.1,9.7,4.1,6.7,7.5,7.1,52.8
835,58,Female,Married,2,Other,Research & Development,Manufacturing Director,1,3242,8,10,1,0,7,1,6,9,Travel_Frequently,Yes,3,3,3,2,3,3,24,1,1,5.3,6.6,6.0,7.4,8.3,5.1,8.8,7.1,7.1,7.0,108.1
836,54,Male,Divorced,4,Life Sciences,Technology,Software Engineer,3,6910,4,16,0,0,1,1,0,6,Travel_Frequently,No,3,4,2,4,2,3,24,0,0,5.8,6.7,6.4,8.6,10.0,4.7,7.8,7.6,7.5,6.4,69.1
837,23,Male,Married,2,Human Resources,Technology,Product Manager,2,5953,0,13,0,0,0,3,6,3,Travel_Rarely,No,3,3,3,3,4,3,17,0,0,9.7,5.4,6.0,6.5,7.2,7.7,8.8,7.8,8.1,6.9,99.2
838,43,Male,Divorced,1,Medical,Research & Development,Laboratory Technician,4,11203,4,18,0,0,4,0,6,6,Non-Travel,No,2,3,4,4,3,3,15,3,0,8.4,7.9,8.3,5.9,4.7,9.1,5.7,7.2,7.8,7.7,74.7
839,51,Male,Divorced,3,Technical Degree,Research & Development,Research Director,2,4228,0,12,0,0,0,5,5,7,Travel_Frequently,No,3,3,4,4,3,4,13,0,0,7.9,8.1,3.2,6.6,6.5,8.2,8.1,7.9,8.2,7.0,70.5
840,23,Male,Married,3,Technical Degree,Sales,Sales Representative,2,5668,10,11,0,1,0,4,6,6,Non-Travel,No,4,1,3,1,3,3,16,1,0,10.0,7.8,4.3,6.2,10.0,9.9,8.0,8.0,6.0,8.0,94.5
841,54,Female,Divorced,3,Technical Degree,Human Resources,HR Manager,3,9415,3,16,3,3,0,1,0,8,Travel_Rarely,No,4,2,4,2,2,3,22,0,0,5.8,7.0,5.3,7.4,8.2,8.3,2.7,6.6,6.8,6.4,94.2
842,50,Female,Single,1,Life Sciences,Research & Development,Laboratory Technician,5,13877,5,8,5,0,0,5,1,22,Travel_Rarely,No,1,3,3,4,4,4,22,0,0,7.0,7.4,5.6,4.8,6.8,7.7,7.1,7.1,7.5,6.7,69.4
843,39,Female,Divorced,3,Medical,Research & Development,Laboratory Technician,1,3218,0,6,0,0,0,4,3,3,Travel_Rarely,No,3,3,1,3,3,4,21,1,1,7.1,6.4,8.0,9.5,7.5,8.5,7.2,7.4,6.8,7.5,107.3
844,38,Male,Married,3,Marketing,Sales,Manager,4,12464,3,7,0,0,0,4,3,2,Non-Travel,No,1,1,4,3,2,4,17,3,0,8.9,8.6,3.3,6.2,7.0,6.9,5.9,7.2,5.0,6.7,83.1
845,23,Female,Single,2,Human Resources,Research & Development,Manufacturing Director,2,5068,1,14,0,0,1,2,0,1,Travel_Rarely,Yes,4,3,2,3,2,4,20,2,0,4.5,5.0,7.1,5.5,4.2,6.3,7.8,5.9,7.0,5.5,84.5
846,23,Female,Married,4,Medical,Technology,Product Manager,3,7994,1,9,0,1,1,3,2,1,Non-Travel,No,2,1,2,4,3,2,20,0,0,7.1,5.8,5.7,6.4,6.9,7.2,7.5,7.1,5.8,5.9,79.9
847,21,Female,Divorced,1,Other,Research & Development,Research Director,2,3897,2,11,0,2,2,4,1,1,Non-Travel,No,4,3,4,3,3,4,22,1,0,7.0,6.7,7.7,7.4,5.2,7.1,6.4,6.9,8.4,6.5,65.0
848,47,Male,Single,3,Medical,Human Resources,HR Manager,3,9749,0,14,0,0,0,1,2,3,Travel_Rarely,No,4,4,3,4,3,4,24,2,0,8.2,5.1,6.8,4.7,5.5,4.7,6.5,6.4,9.0,5.8,97.5
849,28,Male,Married,4,Marketing,Technology,Tech Lead,2,5289,3,9,0,1,3,2,2,7,Travel_Rarely,Yes,3,3,2,4,3,3,19,0,0,6.3,4.7,5.7,6.1,6.0,7.1,5.0,6.3,7.5,5.7,88.1
850,47,Male,Married,2,Technical Degree,Technology,Data Scientist,2,4194,3,14,0,0,1,2,0,1,Travel_Frequently,No,3,4,3,3,4,2,23,0,0,8.8,6.7,4.0,6.9,2.8,6.4,7.8,6.5,8.8,4.5,69.9
851,48,Male,Divorced,3,Marketing,Research & Development,Laboratory Technician,1,2972,9,22,0,2,4,2,4,10,Travel_Frequently,Yes,4,4,3,3,4,3,17,3,1,7.6,6.3,6.7,6.0,6.2,7.0,7.6,7.0,9.2,6.6,99.1
852,41,Male,Married,4,Other,Human Resources,Human Resources,1,2527,2,10,2,0,2,2,0,4,Travel_Rarely,Yes,2,3,1,3,3,3,13,2,0,5.8,6.8,5.2,5.6,3.5,6.1,7.0,5.4,6.2,5.1,84.2
853,26,Female,Single,2,Technical Degree,Technology,Tech Lead,4,13198,2,15,2,2,2,1,5,26,Travel_Frequently,No,2,3,3,2,4,3,11,1,0,7.9,7.0,5.8,8.4,8.0,6.9,6.8,7.3,7.2,7.1,88.0
854,20,Male,Single,5,Marketing,Sales,Manager,5,24395,26,34,3,1,2,1,4,6,Travel_Rarely,No,2,3,4,3,2,4,24,1,1,6.8,7.9,7.6,8.4,2.8,6.7,8.2,6.9,6.8,6.7,122.0
855,48,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,3,5766,4,15,1,0,4,4,6,11,Travel_Rarely,No,3,2,4,1,3,4,23,1,0,7.7,7.1,9.0,8.4,3.4,3.8,7.4,6.0,6.5,6.8,57.7
856,57,Male,Married,2,Medical,Sales,Sales Executive,2,3378,3,4,0,3,2,6,1,15,Travel_Rarely,No,3,4,3,4,2,4,17,1,0,5.2,9.6,2.7,7.8,3.1,4.6,8.3,6.4,7.9,5.4,56.3
857,54,Male,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,2,3603,3,17,0,3,0,5,4,17,Travel_Frequently,Yes,4,4,3,3,2,3,22,1,1,6.6,7.3,7.6,5.2,7.1,3.1,7.5,6.3,8.0,6.6,60.0
858,53,Male,Single,3,Technical Degree,Research & Development,Laboratory Technician,3,9118,8,8,1,0,0,3,0,5,Travel_Rarely,No,2,4,3,4,3,3,18,0,0,8.5,9.3,8.6,7.0,6.5,8.9,8.4,8.0,8.0,7.4,91.2
859,41,Male,Married,4,Life Sciences,Technology,Software Engineer,5,16707,2,12,2,2,2,6,0,4,Travel_Rarely,Yes,4,3,1,2,4,4,21,0,0,9.1,8.6,5.7,9.0,9.6,6.0,8.3,7.5,7.5,7.1,83.5
860,48,Male,Single,4,Life Sciences,Sales,Manager,2,4720,2,5,0,2,0,2,2,6,Travel_Rarely,No,1,3,3,4,2,3,11,3,0,7.7,8.7,3.7,5.2,7.3,6.7,8.4,7.4,6.2,6.5,78.7
861,23,Female,Single,4,Life Sciences,Research & Development,Research Scientist,4,10549,7,10,1,2,5,2,0,4,Travel_Rarely,No,3,4,4,3,2,4,15,0,0,6.6,4.7,6.7,5.5,3.3,6.0,6.4,6.1,7.9,5.1,70.3
862,19,Female,Married,5,Life Sciences,Human Resources,Human Resources,5,23994,0,12,0,0,0,3,6,2,Travel_Rarely,No,2,3,4,4,4,4,22,1,0,6.2,7.3,5.6,7.4,5.0,4.0,8.1,7.0,8.4,6.5,120.0
863,37,Male,Married,4,Life Sciences,Research & Development,Manufacturing Director,4,18202,10,11,0,1,1,4,5,3,Travel_Rarely,No,4,3,3,2,3,3,22,3,0,5.9,7.6,10.0,8.1,6.8,5.7,7.2,6.7,7.6,7.7,121.3
864,45,Male,Married,3,Human Resources,Technology,DevOps Engineer,1,2949,2,4,2,2,2,2,0,2,Travel_Frequently,No,1,4,1,3,3,4,23,0,1,5.9,6.6,6.7,8.0,7.1,6.0,7.0,6.5,6.4,6.3,98.3
865,28,Female,Divorced,3,Technical Degree,Research & Development,Research Director,1,1746,4,6,1,3,0,6,3,2,Travel_Rarely,No,4,4,1,3,2,3,18,0,0,5.7,7.2,5.0,7.5,3.3,2.5,6.6,5.0,7.2,5.1,58.2
866,21,Male,Married,3,Technical Degree,Technology,Data Scientist,2,4513,7,11,0,1,4,2,3,1,Travel_Rarely,No,2,2,3,3,4,3,20,3,1,6.9,5.5,3.1,5.5,8.1,7.0,7.6,7.2,7.0,5.9,75.2
867,32,Male,Divorced,1,Technical Degree,Research & Development,Research Director,2,5827,1,1,1,1,1,2,2,4,Travel_Rarely,Yes,4,3,3,2,3,3,17,2,0,6.1,9.2,4.1,7.7,4.9,6.7,4.7,5.9,7.6,6.2,97.1
868,23,Female,Divorced,4,Life Sciences,Human Resources,HR Manager,1,2477,11,19,7,0,2,1,4,2,Travel_Rarely,No,3,4,3,4,2,4,12,1,0,7.8,7.0,7.8,6.1,5.0,5.3,7.6,6.8,7.9,6.8,82.6
869,47,Male,Married,3,Human Resources,Technology,Software Engineer,2,5902,19,26,1,3,2,2,4,4,Travel_Frequently,No,2,3,4,2,3,4,23,1,1,7.5,7.6,2.5,7.5,8.4,8.9,7.6,7.9,7.0,7.1,98.4
870,55,Female,Divorced,1,Life Sciences,Research & Development,Research Scientist,3,10621,3,10,1,2,0,3,3,12,Travel_Frequently,No,4,4,4,2,3,3,23,0,0,8.6,5.8,2.6,6.8,6.5,6.8,8.6,7.4,8.6,5.5,106.2
871,19,Male,Married,1,Life Sciences,Sales,Sales Executive,2,6907,13,15,0,1,1,2,5,4,Travel_Frequently,Yes,2,3,4,3,3,3,23,1,0,7.8,9.4,8.0,6.5,7.1,7.8,7.4,7.6,7.4,8.1,115.1
872,32,Male,Single,3,Marketing,Technology,Product Manager,2,4345,0,1,0,0,0,3,1,24,Travel_Rarely,Yes,3,3,4,4,4,3,14,2,0,8.3,8.2,5.2,10.0,7.5,6.8,9.0,8.6,8.9,6.5,72.4
873,28,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,3,8638,11,11,5,0,1,2,6,1,Travel_Rarely,No,2,2,3,3,1,4,16,0,1,5.8,8.6,5.5,5.2,3.7,6.8,6.7,6.0,5.1,7.0,86.4
874,25,Female,Single,3,Technical Degree,Technology,DevOps Engineer,3,7750,1,12,1,0,1,0,6,15,Non-Travel,No,4,3,2,3,4,3,17,0,0,7.7,10.0,7.2,5.9,6.9,1.7,6.5,5.8,8.2,7.3,77.5
875,43,Male,Married,3,Medical,Technology,Software Engineer,3,5098,1,6,0,1,1,1,6,2,Travel_Rarely,No,3,2,3,3,4,3,24,0,0,7.4,6.7,5.5,8.6,10.0,5.0,9.3,8.1,7.5,7.3,51.0
876,22,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,1,2850,1,13,1,1,1,4,5,21,Travel_Frequently,Yes,2,4,3,4,3,3,17,0,1,4.0,7.9,2.8,9.6,6.1,5.8,6.5,7.0,8.0,6.2,95.0
877,23,Female,Single,4,Medical,Research & Development,Laboratory Technician,3,9457,1,10,1,1,1,3,3,2,Non-Travel,Yes,4,4,4,1,4,4,13,3,0,6.9,7.8,4.7,8.0,7.2,3.8,4.3,6.0,8.9,6.4,94.6
878,43,Male,Single,2,Life Sciences,Research & Development,Research Scientist,3,7570,1,1,1,1,0,2,6,10,Non-Travel,No,2,2,2,1,3,3,22,1,0,5.5,6.2,6.9,6.7,10.0,5.5,9.3,7.0,5.2,7.5,75.7
879,21,Male,Divorced,2,Technical Degree,Research & Development,Research Scientist,1,1700,11,24,1,5,2,1,5,1,Travel_Frequently,No,3,2,4,1,4,3,18,0,0,4.7,7.6,6.1,5.8,9.3,7.8,9.4,7.5,7.1,7.7,56.7
880,36,Female,Married,3,Life Sciences,Technology,Software Engineer,3,7846,11,21,0,0,4,0,1,7,Non-Travel,No,3,1,4,3,3,1,17,2,0,6.5,5.8,9.0,8.3,5.7,6.0,7.0,7.1,6.6,5.7,78.5
881,37,Male,Single,3,Medical,Technology,Product Manager,2,5731,0,4,0,0,0,2,4,1,Non-Travel,Yes,4,3,4,3,2,4,14,0,1,6.0,7.0,6.8,7.0,7.4,3.4,7.1,6.8,7.8,6.8,95.5
882,50,Female,Married,1,Life Sciences,Research & Development,Laboratory Technician,2,6337,0,8,0,0,0,1,3,8,Travel_Frequently,No,2,2,4,3,3,3,20,3,0,5.9,4.6,4.3,6.2,7.9,7.0,6.5,7.2,6.8,5.9,105.6
883,37,Female,Married,3,Marketing,Sales,Sales Executive,2,4287,9,19,2,2,2,2,0,8,Non-Travel,No,4,3,2,4,2,3,23,2,0,4.8,5.8,8.8,8.6,10.0,2.1,9.6,7.5,7.4,6.3,71.4
884,29,Female,Married,2,Technical Degree,Research & Development,Research Director,2,6107,2,10,0,1,0,1,6,20,Non-Travel,No,3,3,1,2,2,3,14,2,0,9.7,4.3,8.9,6.8,4.9,7.2,9.2,6.6,5.8,6.7,101.8
885,18,Male,Divorced,3,Medical,Research & Development,Research Director,2,5622,0,12,0,0,0,2,1,7,Travel_Rarely,Yes,3,3,2,2,4,3,14,0,0,5.1,9.3,4.6,5.0,10.0,5.0,6.5,6.3,7.4,6.9,93.7
886,43,Female,Married,3,Other,Technology,DevOps Engineer,4,14074,3,14,3,0,1,3,1,4,Travel_Rarely,No,3,4,4,2,4,4,15,0,0,6.5,8.0,7.1,7.2,7.0,9.8,7.4,7.6,8.8,7.5,93.8
887,31,Male,Married,3,Human Resources,Sales,Sales Executive,1,1853,2,16,2,0,1,3,1,1,Travel_Rarely,No,2,4,2,2,3,3,24,0,0,8.0,6.3,7.3,6.5,5.9,3.1,9.5,6.3,6.9,5.6,61.8
888,55,Female,Divorced,4,Technical Degree,Technology,Tech Lead,5,13499,1,4,0,1,1,6,4,8,Travel_Rarely,No,3,2,2,2,4,3,21,0,1,8.5,5.9,6.7,5.5,7.6,5.9,9.9,7.1,6.8,6.6,67.5
889,54,Male,Divorced,2,Technical Degree,Technology,Data Scientist,3,7087,6,12,2,0,6,1,5,1,Travel_Rarely,No,4,4,3,3,2,4,12,2,0,5.3,8.7,3.2,7.5,5.8,3.8,7.7,6.4,8.0,6.4,70.9
890,28,Male,Single,5,Life Sciences,Technology,Product Manager,1,2336,4,17,2,4,4,2,2,14,Travel_Rarely,No,3,2,3,3,4,4,19,0,1,6.7,9.7,10.0,7.7,5.9,5.2,8.0,6.9,7.5,7.7,77.9
891,53,Male,Single,3,Technical Degree,Research & Development,Laboratory Technician,1,3400,0,10,0,0,0,1,6,2,Non-Travel,No,1,2,3,4,4,3,16,1,1,7.8,8.2,5.1,3.2,5.5,10.0,7.3,7.1,6.9,7.4,113.3
892,30,Female,Single,3,Life Sciences,Technology,Data Scientist,3,7374,12,18,4,8,7,2,0,5,Non-Travel,No,2,3,4,3,1,1,22,1,0,7.4,9.0,6.7,8.6,5.5,5.2,6.6,7.0,6.1,5.7,73.7
893,20,Female,Married,4,Life Sciences,Human Resources,HR Manager,3,9811,4,7,4,0,4,3,6,7,Travel_Rarely,No,3,3,1,2,2,4,18,0,0,7.6,7.0,7.8,8.5,3.5,3.6,8.1,5.6,5.8,6.6,98.1
894,50,Male,Married,4,Other,Technology,Product Manager,1,2267,1,5,1,0,0,2,3,3,Travel_Rarely,No,3,1,3,3,4,3,21,0,0,5.2,3.9,5.2,6.8,3.6,7.3,9.5,6.8,6.9,5.1,75.6
895,23,Male,Married,3,Technical Degree,Research & Development,Research Scientist,1,2736,1,11,0,0,1,3,5,8,Travel_Rarely,No,1,2,3,3,3,4,11,2,0,5.8,6.8,8.5,5.8,5.1,5.3,6.2,6.0,5.9,7.0,91.2
896,27,Female,Divorced,3,Medical,Research & Development,Research Director,3,8392,0,8,0,0,0,3,1,2,Travel_Rarely,No,3,4,2,4,3,3,16,0,0,6.8,7.2,6.0,7.8,7.0,5.3,7.6,7.1,8.1,6.1,83.9
897,22,Male,Married,1,Life Sciences,Human Resources,Human Resources,1,2588,2,8,2,1,2,2,6,1,Travel_Rarely,No,4,2,3,4,4,4,16,0,1,6.5,8.6,4.7,7.0,5.2,5.3,7.6,6.8,8.4,6.9,86.3
898,40,Male,Single,1,Marketing,Sales,Manager,4,13960,0,6,0,0,0,3,4,25,Non-Travel,No,1,4,4,3,4,4,18,2,0,7.2,6.4,3.1,6.2,10.0,5.3,5.6,7.3,8.1,6.7,93.1
899,27,Female,Married,3,Life Sciences,Research & Development,Research Director,3,8075,2,11,0,0,0,6,1,3,Travel_Frequently,Yes,4,4,4,3,4,3,23,1,0,5.4,5.3,5.2,6.2,7.6,8.3,7.4,7.5,9.6,6.0,80.8
900,19,Male,Married,3,Life Sciences,Technology,Tech Lead,2,5374,0,6,0,0,0,1,5,9,Travel_Frequently,No,4,2,1,2,4,3,11,2,1,8.5,4.3,6.7,7.3,5.3,2.9,7.2,5.6,6.9,5.5,89.6
901,30,Female,Married,3,Life Sciences,Sales,Sales Representative,2,6233,5,19,4,1,3,2,3,5,Travel_Rarely,No,1,3,4,3,2,3,15,2,0,5.2,8.0,5.4,9.0,9.8,6.1,6.8,7.9,6.2,7.2,103.9
902,57,Male,Married,2,Medical,Research & Development,Research Director,1,2122,7,15,1,0,0,2,0,8,Travel_Rarely,No,2,2,4,4,2,4,24,2,1,7.3,6.6,7.3,5.0,6.1,6.5,9.2,7.5,6.5,6.3,70.7
903,19,Male,Divorced,4,Marketing,Research & Development,Laboratory Technician,4,16083,3,7,3,2,0,3,1,1,Travel_Rarely,No,3,1,2,3,4,3,24,0,0,5.8,5.3,9.3,7.5,6.1,6.3,6.9,6.5,6.5,6.3,107.2
904,37,Male,Single,4,Life Sciences,Human Resources,HR Manager,1,2367,5,10,2,1,1,3,6,5,Travel_Rarely,No,2,2,3,3,4,3,24,1,0,6.6,7.9,5.4,5.7,7.7,3.8,6.2,6.4,7.0,6.9,78.9
905,18,Female,Married,5,Technical Degree,Sales,Manager,2,4629,13,15,3,4,0,3,6,3,Travel_Rarely,Yes,4,2,3,3,4,3,13,1,1,4.8,8.2,8.3,7.5,6.4,3.9,8.3,6.6,8.0,7.3,77.1
906,54,Male,Divorced,3,Life Sciences,Human Resources,HR Manager,3,9689,5,5,1,1,2,1,4,4,Travel_Rarely,No,3,2,2,4,3,3,16,2,0,6.7,6.7,6.4,7.9,6.7,5.4,7.8,7.1,6.9,6.5,96.9
907,26,Female,Married,4,Technical Degree,Sales,Sales Representative,1,2329,2,12,1,0,1,1,4,27,Travel_Rarely,No,2,1,3,2,4,2,19,1,0,8.0,8.5,6.6,5.1,7.7,4.0,7.5,6.5,6.0,6.8,77.6
908,34,Male,Single,4,Other,Sales,Manager,2,5319,2,13,1,2,2,3,2,1,Travel_Frequently,No,1,3,2,3,1,3,20,1,0,8.9,8.0,6.0,7.9,4.4,6.6,8.3,6.9,4.9,6.2,88.6
909,26,Female,Married,3,Technical Degree,Technology,Data Scientist,4,13586,9,10,0,0,0,3,4,11,Non-Travel,No,2,3,4,3,3,3,13,1,0,6.9,6.8,6.8,7.4,6.3,8.4,7.2,7.5,7.4,7.0,90.6
910,28,Male,Single,3,Human Resources,Research & Development,Research Director,2,2916,0,7,0,0,0,0,2,3,Travel_Rarely,Yes,2,4,3,2,2,4,19,0,0,5.2,6.7,4.4,9.0,4.8,6.1,7.0,6.4,6.6,5.8,48.6
911,32,Male,Divorced,5,Other,Technology,Software Engineer,5,19503,1,13,1,1,0,3,0,2,Travel_Rarely,No,3,2,4,3,4,3,22,2,0,8.2,6.5,4.5,7.0,7.1,5.4,6.4,7.1,7.9,5.5,97.5
912,41,Female,Single,3,Medical,Sales,Sales Executive,4,9253,4,4,0,0,4,4,3,2,Travel_Frequently,No,2,3,1,3,4,3,19,0,1,7.5,7.0,4.8,7.4,4.0,1.7,8.5,5.6,6.9,5.0,61.7
913,55,Male,Married,3,Technical Degree,Research & Development,Research Scientist,2,3635,5,14,5,0,1,3,2,3,Travel_Rarely,No,3,4,2,2,3,4,11,2,0,6.7,9.2,2.5,7.6,9.3,6.6,9.2,7.5,7.4,7.0,60.6
914,52,Male,Married,2,Human Resources,Sales,Sales Representative,2,5366,7,13,0,0,5,6,1,3,Travel_Rarely,No,2,1,3,3,1,4,12,1,0,6.2,8.8,3.6,9.1,5.4,4.4,10.0,7.2,4.5,5.8,89.4
